Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
E100652,Operations,59,132499,13,45,84,Yes
E100653,Marketing,23,89025,3,34,15,No
E100654,IT,23,126264,16,32,34,No
E100655,Marketing,47,62317,12,59,81,Yes
E100656,Operations,34,61416,3,56,63,No
E100657,Engineering,52,72012,2,44,41,No
E100658,Sales,55,135585,11,55,78,Yes
E100659,Finance,24,98045,21,31,52,No
E100660,Support,29,51400,22,42,69,No
E100661,Engineering,44,78270,7,51,60,No
E100662,Marketing,35,102069,1,37,48,No
E100663,IT,48,149415,5,52,62,No
E100664,HR,50,79833,21,56,99,Yes
E100665,Marketing,22,93644,9,59,62,No
E100666,IT,38,110206,11,46,65,No
E100667,Sales,51,99468,20,33,52,No
E100668,Marketing,34,142899,9,48,77,No
E100669,Operations,42,89473,9,51,53,No
E100670,HR,40,75809,22,54,85,Yes
E100671,IT,40,68328,2,38,19,No
E100672,IT,46,66784,19,52,85,Yes
E100673,IT,43,53723,9,44,55,No
E100674,Sales,52,90646,8,57,84,No
E100675,Marketing,38,96255,19,38,75,No
E100676,Sales,44,30074,18,53,76,Yes
E100677,Support,53,56498,13,50,79,Yes
E100678,Finance,31,95522,1,38,19,No
E100679,Finance,31,126881,4,43,36,No
E100680,Support,57,50541,19,52,86,Yes
E100681,Marketing,29,75929,7,50,47,No
E100682,Operations,41,130453,6,45,61,No
E100683,Sales,53,56028,5,53,80,No
E100684,HR,35,59545,10,52,63,No
E100685,IT,49,109569,11,54,64,No
E100686,IT,45,61673,17,55,83,Yes
E100687,Marketing,36,60974,18,46,70,No
E100688,Operations,43,88899,9,42,55,No
E100689,Finance,51,53097,24,38,64,No
E100690,Finance,25,132511,24,44,88,Yes
E100691,IT,34,123144,20,36,86,Yes
E100692,Marketing,44,94824,13,30,26,No
E100693,Sales,29,53525,2,30,12,No
E100694,Finance,39,87804,17,34,54,No
E100695,Sales,33,45043,23,53,99,Yes
E100696,Operations,52,71846,14,38,67,No
E100697,Finance,35,107261,5,41,51,No
E100698,Finance,55,132240,9,35,27,No
E100699,Engineering,39,137611,11,57,68,No
E100700,Finance,55,80227,6,42,37,No
E100701,Support,32,83028,16,55,81,Yes
E100702,HR,33,67383,0,57,53,No
E100703,Support,36,59483,17,37,49,No
E100704,Marketing,52,37265,14,44,60,No
E100705,Marketing,50,52763,18,35,68,No
E100706,Sales,47,105652,0,56,45,No
E100707,Support,39,45733,4,35,32,No
E100708,Support,53,142196,14,33,69,No
E100709,Support,43,121038,2,40,56,No
E100710,Operations,59,67420,0,50,22,No
E100711,Finance,38,138777,7,59,70,No
E100712,HR,44,39247,11,47,92,Yes
E100713,Sales,45,53840,21,32,69,No
E100714,Support,29,95149,24,32,71,No
E100715,Support,27,51058,18,59,100,Yes
E100716,Engineering,26,145229,24,41,83,Yes
E100717,Sales,50,64929,24,56,100,Yes
E100718,Support,49,114171,11,50,64,No
E100719,Sales,32,121164,12,59,81,Yes
E100720,Finance,22,61362,0,50,48,No
E100721,Engineering,40,116489,18,35,71,No
E100722,Sales,30,114664,5,50,50,No
E100723,HR,48,77356,7,57,62,No
E100724,HR,55,107597,3,35,13,No
E100725,Marketing,25,36041,4,37,33,No
E100726,Engineering,57,108209,24,44,94,Yes
E100727,Engineering,39,91954,21,47,87,Yes
E100728,Marketing,36,91869,6,49,45,No
E100729,Sales,34,51059,22,58,79,Yes
E100730,Engineering,40,129864,3,45,43,No
E100731,HR,27,74722,19,35,73,No
E100732,HR,33,47548,3,57,54,No
E100733,Support,58,45078,14,50,58,No
E100734,Finance,38,35419,20,46,73,No
E100735,Engineering,44,65490,4,38,41,No
E100736,Sales,47,106086,23,48,100,Yes
E100737,Marketing,50,145158,8,47,54,No
E100738,Marketing,54,88760,1,54,61,No
E100739,Sales,48,60337,6,52,68,No
E100740,Operations,46,31468,16,34,45,No
E100741,IT,31,54309,15,57,95,Yes
E100742,Finance,44,96344,16,35,61,No
E100743,Marketing,42,120283,19,41,59,No
E100744,Engineering,42,102255,22,40,94,Yes
E100745,Finance,34,111899,1,45,39,No
E100746,Engineering,58,58718,10,49,43,No
E100747,Operations,54,124337,1,46,34,No
E100748,HR,45,138895,0,49,33,No
E100749,Finance,32,67841,1,38,25,No
E100750,Support,38,103548,22,30,60,No
E100751,Marketing,25,113565,8,55,63,No
E100752,Finance,46,76660,21,32,61,No
E100753,Finance,51,136553,1,50,45,No
E100754,Finance,30,80281,14,52,80,Yes
E100755,IT,42,143451,9,38,40,No
E100756,Finance,41,146041,14,51,85,Yes
E100757,Engineering,40,30767,9,48,47,No
E100758,HR,40,33895,24,42,89,Yes
E100759,Operations,33,88026,22,52,100,Yes
E100760,Sales,58,148142,16,43,66,No
E100761,Finance,38,72968,8,49,61,No
E100762,Marketing,58,70097,17,48,66,No
E100763,Finance,49,45332,3,59,56,No
E100764,Marketing,56,44621,8,52,78,No
E100765,Engineering,39,106870,15,56,89,Yes
E100766,Marketing,35,48174,3,56,61,No
E100767,Support,56,129189,15,36,38,No
E100768,Sales,28,70502,18,33,52,No
E100769,HR,34,66674,0,41,51,No
E100770,Marketing,39,67260,22,52,95,Yes
E100771,Marketing,58,72498,5,56,67,No
E100772,HR,34,97609,9,43,55,No
E100773,Sales,57,79464,15,31,45,No
E100774,Finance,52,101805,3,30,29,No
E100775,Marketing,23,94919,21,57,79,Yes
E100776,HR,37,84469,21,47,66,No
E100777,Support,30,47194,12,49,59,No
E100778,Support,30,56811,15,37,60,No
E100779,Engineering,59,102377,19,32,45,No
E100780,HR,32,73723,5,55,61,No
E100781,Engineering,43,130336,10,35,36,No
E100782,Support,54,105235,23,51,83,Yes
E100783,Sales,57,141041,2,42,51,No
E100784,Finance,44,106298,19,38,68,No
E100785,HR,55,89238,9,38,39,No
E100786,Operations,30,135433,0,49,45,No
E100787,Support,45,147393,19,38,53,No
E100788,Support,29,137092,10,44,61,No
E100789,Operations,28,32147,11,42,67,No
E100790,IT,57,128919,13,51,78,Yes
E100791,Support,39,129251,24,45,100,Yes
E100792,Marketing,24,68445,7,31,16,No
E100793,Sales,49,83803,10,55,71,No
E100794,HR,27,91108,3,43,28,No
E100795,Operations,42,136170,6,56,61,No
E100796,Marketing,49,32013,9,35,44,No
E100797,Operations,22,115617,18,31,80,Yes
E100798,HR,57,112410,24,37,76,Yes
E100799,Engineering,42,83502,3,33,29,No
E100800,HR,56,147116,1,50,56,No
E100801,IT,34,67755,20,53,87,Yes
E100802,HR,31,38733,17,43,88,Yes
E100803,HR,31,39479,13,40,65,No
E100804,IT,34,105361,15,53,86,Yes
E100805,Sales,58,51304,21,57,76,Yes
E100806,Support,59,65694,10,43,75,No
E100807,HR,45,135586,9,41,45,No
E100808,IT,23,111171,16,45,70,No
E100809,Marketing,43,144151,13,35,45,No
E100810,Engineering,38,116296,21,49,75,No
E100811,Engineering,57,39490,3,30,14,No
E100812,HR,35,51252,18,41,70,No
E100813,Sales,31,135290,1,36,10,No
E100814,Sales,56,36862,6,37,38,No
E100815,Marketing,46,140463,8,38,56,No
E100816,HR,24,99959,18,31,64,No
E100817,Engineering,59,40450,15,46,74,No
E100818,Sales,38,86022,21,49,76,Yes
E100819,HR,33,91991,24,42,67,No
E100820,Operations,45,70927,15,34,65,No
E100821,Sales,50,130377,17,39,60,No
E100822,IT,46,118090,22,41,76,Yes
E100823,Operations,57,79853,20,46,77,Yes
E100824,Support,47,61826,20,50,91,Yes
E100825,Sales,59,72879,10,35,64,No
E100826,Engineering,22,87265,6,32,49,No
E100827,Finance,41,102361,8,57,45,No
E100828,Operations,49,138956,3,44,40,No
E100829,Support,37,107990,24,36,62,No
E100830,Marketing,38,119787,12,59,88,Yes
E100831,Marketing,49,116184,24,35,74,No
E100832,Engineering,33,70736,3,33,36,No
E100833,Sales,48,54530,18,48,74,No
E100834,HR,51,108052,1,34,16,No
E100835,Sales,55,77058,8,32,30,No
E100836,Engineering,58,136080,11,55,57,No
E100837,Marketing,27,104094,1,54,38,No
E100838,Sales,28,104255,5,38,25,No
E100839,Marketing,53,34886,4,35,24,No
E100840,Operations,53,123721,4,42,31,No
E100841,Support,46,148623,19,56,93,Yes
E100842,HR,54,67387,21,51,91,Yes
E100843,Operations,28,51575,4,57,64,No
E100844,Marketing,33,142260,3,59,73,No
E100845,Marketing,37,138649,8,49,58,No
E100846,Finance,37,69643,21,33,58,No
E100847,Finance,57,40100,9,31,61,No
E100848,Operations,34,90356,15,55,89,Yes
E100849,IT,28,37856,9,33,43,No
E100850,Operations,57,68169,9,37,47,No
E100851,Finance,30,58804,18,42,73,No
E100852,Marketing,53,65790,9,39,47,No
E100853,Engineering,32,60988,5,47,52,No
E100854,Operations,29,139979,16,38,67,No
E100855,Marketing,54,106448,4,59,56,No
E100856,Engineering,44,68506,5,30,14,No
E100857,Engineering,46,143430,23,42,60,No
E100858,Finance,29,117904,14,47,77,Yes
E100859,Operations,43,97306,24,44,69,No
E100860,Sales,25,42305,18,31,62,No
E100861,HR,24,39969,17,40,54,No
E100862,Finance,50,42404,3,58,48,No
E100863,Finance,50,38989,7,43,42,No
E100864,Sales,55,95305,15,51,77,Yes
E100865,HR,55,65983,23,44,70,No
E100866,Marketing,49,140284,18,43,65,No
E100867,IT,34,69462,19,45,76,Yes
E100868,Operations,36,49360,2,52,38,No
E100869,IT,44,115657,9,58,86,No
E100870,Marketing,47,56287,1,44,22,No
E100871,Support,25,95472,3,48,45,No
E100872,Finance,47,145440,5,56,74,No
E100873,HR,30,138965,10,38,36,No
E100874,Finance,26,91313,13,34,50,No
E100875,Engineering,53,64160,15,34,56,No
E100876,Finance,41,36789,20,40,64,No
E100877,Finance,32,57181,18,57,88,Yes
E100878,Marketing,36,44385,1,49,50,No
E100879,Marketing,53,112597,24,54,92,Yes
E100880,Marketing,49,95641,16,53,87,Yes
E100881,IT,43,74247,8,57,72,No
E100882,Engineering,38,116673,16,33,50,No
E100883,Support,47,130250,14,49,82,Yes
E100884,Support,28,35544,6,47,45,No
E100885,Marketing,47,145783,21,54,99,Yes
E100886,HR,46,43275,22,32,59,No
E100887,IT,31,135289,18,33,56,No
E100888,Sales,40,93248,2,43,38,No
E100889,HR,32,64550,0,36,31,No
E100890,Operations,34,83693,3,55,32,No
E100891,Operations,29,49641,17,37,67,No
E100892,HR,25,101749,7,53,61,No
E100893,Marketing,52,110021,18,45,77,Yes
E100894,Sales,49,45605,22,49,92,Yes
E100895,Sales,32,133173,22,44,85,Yes
E100896,IT,22,80713,24,36,55,No
E100897,Sales,59,50390,5,55,49,No
E100898,Operations,45,105403,0,46,43,No
E100899,Engineering,52,88466,7,51,61,No
E100900,Marketing,47,33981,0,51,37,No
E100901,Sales,26,39493,18,51,89,Yes
E100902,IT,41,101218,10,41,51,No
E100903,Operations,32,101318,20,47,89,Yes
E100904,Engineering,54,145631,23,53,100,Yes
E100905,Finance,59,149238,24,43,86,Yes
E100906,Finance,48,125335,14,44,70,No
E100907,Engineering,55,137441,22,44,75,No
E100908,Operations,36,46984,24,34,82,Yes
E100909,IT,53,141316,10,45,60,No
E100910,Engineering,42,52760,18,34,58,No
E100911,Marketing,26,121529,20,31,49,No
E100912,Marketing,27,31524,9,49,56,No
E100913,Finance,59,148454,23,57,87,Yes
E100914,Sales,43,79402,11,54,78,Yes
E100915,IT,39,121656,0,38,42,No
E100916,Finance,35,95614,23,51,100,Yes
E100917,Sales,31,65891,6,56,88,No
E100918,Sales,34,121009,16,38,57,No
E100919,Support,52,69832,9,33,48,No
E100920,Marketing,51,75836,5,44,35,No
E100921,Operations,24,103953,16,40,62,No
E100922,HR,51,43362,17,30,39,No
E100923,Operations,27,96745,4,47,54,No
E100924,HR,50,67921,17,58,84,Yes
E100925,Engineering,29,100434,16,30,31,No
E100926,Marketing,54,48562,21,37,64,No
E100927,Sales,38,94510,15,54,97,Yes
E100928,IT,32,106407,7,45,56,No
E100929,HR,34,37610,23,55,100,Yes
E100930,Operations,32,139381,12,57,78,Yes
E100931,Sales,52,122918,23,51,89,Yes
E100932,HR,49,45791,15,47,71,No
E100933,HR,27,88047,10,51,68,No
E100934,Support,37,130848,5,38,29,No
E100935,HR,25,133826,2,41,45,No
E100936,IT,56,97906,0,48,53,No
E100937,Marketing,47,49665,17,54,81,Yes
E100938,IT,33,100246,4,47,43,No
E100939,Finance,32,95864,12,56,68,No
E100940,Sales,58,76451,9,34,60,No
E100941,Marketing,46,133883,4,56,55,No
E100942,Support,39,116148,13,31,54,No
E100943,Marketing,40,75890,16,36,57,No
E100944,Marketing,44,36794,0,56,49,No
E100945,Operations,59,62888,24,39,71,No
E100946,Marketing,39,36749,1,44,29,No
E100947,Support,47,76531,6,54,68,No
E100948,IT,27,145652,9,36,35,No
E100949,Marketing,25,50608,19,57,95,Yes
E100950,Engineering,50,110986,6,34,38,No
E100951,Sales,55,99211,23,44,90,Yes
E100952,Marketing,38,113996,15,49,67,No
E100953,Sales,37,86017,4,57,71,No
E100954,Engineering,23,133947,11,49,63,No
E100955,Engineering,55,87676,16,44,95,Yes
E100956,Sales,29,41560,15,39,45,No
E100957,HR,34,84401,19,53,100,Yes
E100958,Finance,29,80468,15,55,79,Yes
E100959,Operations,51,145884,18,58,92,Yes
E100960,HR,53,62463,14,55,72,No
E100961,HR,57,61663,11,43,42,No
E100962,IT,51,143687,20,55,85,Yes
E100963,Operations,22,98706,9,55,64,No
E100964,Operations,38,88773,21,39,75,No
E100965,HR,41,63123,1,46,52,No
E100966,Marketing,45,124346,6,50,58,No
E100967,IT,43,39718,12,43,62,No
E100968,IT,50,92637,2,31,29,No
E100969,Engineering,43,30028,14,45,48,No
E100970,Support,30,92370,0,42,18,No
E100971,Operations,58,77599,2,56,40,No
E100972,HR,31,47397,24,38,74,No
E100973,Engineering,57,139198,9,36,26,No
E100974,Sales,58,137323,14,45,59,No
E100975,Finance,49,75406,21,39,59,No
E100976,Support,49,77657,5,53,62,No
E100977,Support,42,97560,19,51,88,Yes
E100978,Support,45,134143,14,38,55,No
E100979,IT,23,43503,23,51,72,No
E100980,Sales,29,84943,20,52,84,Yes
E100981,Support,48,105839,6,36,42,No
E100982,Sales,43,112674,24,45,94,Yes
E100983,Marketing,58,55345,20,38,87,Yes
E100984,Support,48,148423,4,56,70,No
E100985,Finance,50,80390,3,53,55,No
E100986,Sales,24,125041,21,58,93,Yes
E100987,Sales,34,89557,17,46,66,No
E100988,Finance,31,95054,2,49,60,No
E100989,Support,57,31906,16,36,61,No
E100990,Finance,30,70167,17,40,72,No
E100991,Sales,48,37961,17,37,56,No
E100992,Finance,55,56140,23,36,61,No
E100993,Sales,22,149289,23,57,94,Yes
E100994,Sales,53,88701,1,48,41,No
E100995,Marketing,46,107567,12,49,69,No
E100996,HR,50,110664,21,41,68,No
E100997,Sales,28,111199,14,36,55,No
E100998,Support,24,129764,4,37,48,No
E100999,Engineering,41,111218,2,36,14,No
E101000,IT,41,110729,4,35,13,No
E101001,Operations,51,58561,4,54,69,No
E101002,HR,56,80568,4,38,23,No
E101003,HR,56,139349,2,56,51,No
E101004,HR,48,103302,2,42,44,No
E101005,Marketing,47,125380,19,36,65,No
E101006,Sales,35,124968,22,37,72,No
E101007,Marketing,38,59504,17,51,80,Yes
E101008,Sales,39,146116,19,46,100,Yes
E101009,Support,50,67146,3,46,63,No
E101010,Marketing,41,70297,0,45,31,No
E101011,Marketing,48,116394,15,51,86,Yes
E101012,IT,39,98607,7,31,40,No
E101013,Engineering,25,46939,16,59,87,Yes
E101014,Marketing,22,120467,7,37,33,No
E101015,IT,22,80715,6,46,56,No
E101016,Finance,47,74460,24,42,79,Yes
E101017,Engineering,41,96576,7,47,51,No
E101018,Support,44,98222,20,53,80,Yes
E101019,Marketing,31,42666,23,57,100,Yes
E101020,Operations,32,92119,11,51,60,No
E101021,HR,26,65321,15,57,75,No
E101022,Finance,22,31779,11,39,61,No
E101023,Finance,38,43186,18,31,56,No
E101024,Support,43,46459,9,31,38,No
E101025,IT,55,116246,6,56,74,No
E101026,Finance,50,117755,11,43,71,No
E101027,Engineering,25,35057,19,45,55,No
E101028,Marketing,26,90663,4,36,34,No
E101029,Marketing,32,48733,15,50,60,No
E101030,Operations,42,49157,8,50,56,No
E101031,Support,56,65030,6,53,60,No
E101032,HR,33,49613,19,41,68,No
E101033,IT,47,138612,21,57,84,Yes
E101034,HR,40,145080,13,52,62,No
E101035,Finance,28,113028,10,57,80,No
E101036,Support,28,116282,6,43,63,No
E101037,Operations,47,35188,9,54,46,No
E101038,HR,26,137106,8,33,36,No
E101039,Engineering,42,59680,3,55,63,No
E101040,Marketing,35,133361,15,33,53,No
E101041,Finance,25,90119,9,47,47,No
E101042,Operations,44,132302,18,32,54,No
E101043,HR,41,104400,23,30,69,No
E101044,IT,36,85718,16,46,68,No
E101045,Engineering,50,66445,8,36,43,No
E101046,Engineering,29,35796,12,59,79,Yes
E101047,HR,40,77218,0,45,33,No
E101048,Marketing,49,69131,1,59,65,No
E101049,HR,48,38123,12,34,44,No
E101050,Finance,25,38222,23,48,78,Yes
E101051,HR,36,54074,8,36,65,No
E101052,Engineering,56,141958,6,43,47,No
E101053,Operations,58,146088,15,31,25,No
E101054,HR,22,59825,18,32,71,No
E101055,Marketing,24,66839,6,46,64,No
E101056,Support,45,137112,5,45,53,No
E101057,Operations,48,98322,17,37,69,No
E101058,IT,57,86321,18,47,98,Yes
E101059,Sales,55,129174,10,44,47,No
E101060,HR,50,132500,11,36,51,No
E101061,Marketing,45,140100,9,56,89,No
E101062,Operations,45,55988,12,38,75,No
E101063,Marketing,25,65507,11,35,44,No
E101064,IT,24,129244,20,47,100,Yes
E101065,Engineering,55,128644,9,47,66,No
E101066,Marketing,44,125251,19,54,100,Yes
E101067,Operations,44,53806,17,55,92,Yes
E101068,Marketing,26,66901,3,53,57,No
E101069,Marketing,52,47043,23,43,100,Yes
E101070,Marketing,27,105761,4,43,38,No
E101071,Finance,58,39752,4,43,63,No
E101072,Finance,31,98993,11,54,91,Yes
E101073,Engineering,28,72616,2,33,41,No
E101074,HR,59,82127,7,33,37,No
E101075,Marketing,42,104777,21,44,81,Yes
E101076,IT,41,30453,1,44,26,No
E101077,HR,24,105432,17,47,70,No
E101078,IT,43,117362,8,43,58,No
E101079,HR,25,40976,12,55,60,No
E101080,Engineering,49,144176,6,30,29,No
E101081,Marketing,33,129122,9,39,68,No
E101082,Marketing,59,100404,8,58,68,No
E101083,Sales,57,111932,21,49,95,Yes
E101084,IT,26,127170,14,39,64,No
E101085,HR,34,107707,4,39,36,No
E101086,HR,44,119647,11,56,72,No
E101087,Support,51,63688,0,53,49,No
E101088,Support,58,116840,11,31,23,No
E101089,Finance,46,147106,21,58,100,Yes
E101090,Sales,48,137810,5,57,61,No
E101091,Operations,35,134779,18,56,97,Yes
E101092,Support,57,123789,18,37,68,No
E101093,Operations,37,126516,15,30,48,No
E101094,Finance,43,32017,18,30,58,No
E101095,Finance,42,37957,2,33,30,No
E101096,Finance,42,144534,22,36,86,Yes
E101097,IT,29,137724,9,38,48,No
E101098,IT,37,34792,17,45,75,No
E101099,Engineering,52,85982,12,34,36,No
E101100,Engineering,31,43237,17,31,55,No
E101101,Finance,53,81586,2,57,71,No
E101102,Sales,55,111787,22,52,95,Yes
E101103,HR,30,49252,2,40,25,No
E101104,IT,38,40707,22,47,75,No
E101105,Sales,32,64206,24,54,89,Yes
E101106,Marketing,53,124276,11,54,81,Yes
E101107,IT,31,33543,19,48,88,Yes
E101108,IT,43,74135,6,42,12,No
E101109,Engineering,38,146469,24,53,95,Yes
E101110,HR,25,143824,23,40,79,Yes
E101111,HR,46,134647,7,49,47,No
E101112,Support,42,65031,8,48,54,No
E101113,Operations,58,72929,13,46,79,Yes
E101114,Operations,59,95747,4,34,37,No
E101115,Operations,22,87851,20,42,69,No
E101116,Operations,46,85311,18,59,89,Yes
E101117,Marketing,57,142113,20,56,89,Yes
E101118,Marketing,38,135331,15,49,76,Yes
E101119,IT,45,95867,23,30,52,No
E101120,Finance,23,118780,11,39,46,No
E101121,Engineering,36,87196,20,37,79,Yes
E101122,Engineering,53,103705,3,53,53,No
E101123,Operations,27,87894,7,58,59,No
E101124,IT,22,117640,6,37,32,No
E101125,Support,44,137437,14,48,77,Yes
E101126,Sales,38,44591,5,35,31,No
E101127,Finance,55,127247,4,41,46,No
E101128,IT,50,78893,13,57,72,No
E101129,Finance,30,30727,20,36,56,No
E101130,Finance,34,51359,12,45,64,No
E101131,Finance,27,73822,9,38,47,No
E101132,IT,27,131547,17,50,85,Yes
E101133,Operations,41,145336,3,54,64,No
E101134,Engineering,24,133399,7,51,56,No
E101135,Engineering,38,142113,23,39,80,Yes
E101136,Operations,33,118534,10,39,47,No
E101137,Finance,22,40929,16,39,69,No
E101138,Sales,38,90091,17,49,79,Yes
E101139,HR,24,110378,20,58,87,Yes
E101140,IT,47,53519,24,45,79,Yes
E101141,HR,36,47393,10,30,43,No
E101142,Support,57,64318,15,46,81,Yes
E101143,Operations,53,104531,11,59,86,Yes
E101144,Sales,53,124192,12,55,65,No
E101145,IT,25,77934,15,50,66,No
E101146,Operations,39,135796,22,58,91,Yes
E101147,Finance,40,140805,20,43,70,No
E101148,Engineering,56,111103,0,48,23,No
E101149,HR,35,58840,15,50,82,Yes
E101150,Marketing,54,148089,14,50,67,No
E101151,Marketing,35,119367,5,46,54,No
E101152,Sales,55,43265,11,43,54,No
E101153,Finance,25,35424,7,37,42,No
E101154,Support,45,50625,6,50,49,No
E101155,HR,50,109622,1,50,46,No
E101156,Finance,40,59187,11,38,43,No
E101157,HR,27,65929,20,37,68,No
E101158,Sales,54,91892,13,42,75,No
E101159,Sales,40,50539,15,46,74,No
E101160,Support,22,86630,10,48,65,No
E101161,Marketing,26,120639,19,57,77,Yes
E101162,Finance,48,123410,8,36,49,No
E101163,IT,37,39215,9,46,64,No
E101164,Marketing,27,69385,16,30,55,No
E101165,Finance,34,117580,11,34,49,No
E101166,Marketing,56,107462,5,54,57,No
E101167,IT,40,143396,18,35,68,No
E101168,Engineering,33,127037,10,55,84,No
E101169,Engineering,37,125310,8,31,41,No
E101170,Support,31,55008,20,56,81,Yes
E101171,Engineering,46,78928,5,54,50,No
E101172,Engineering,41,113096,24,45,93,Yes
E101173,Operations,52,119876,24,51,84,Yes
E101174,HR,25,54976,23,34,73,No
E101175,Operations,44,143942,24,34,69,No
E101176,Operations,23,57626,15,41,52,No
E101177,Support,43,128256,19,32,69,No
E101178,Operations,58,130537,15,59,92,Yes
E101179,Engineering,29,89789,5,45,34,No
E101180,IT,28,34700,4,35,39,No
E101181,Support,35,139331,20,44,80,Yes
E101182,Support,24,93645,3,44,51,No
E101183,Sales,37,103396,1,58,57,No
E101184,Support,40,37526,5,45,62,No
E101185,Sales,39,133863,8,49,58,No
E101186,Support,37,69500,16,42,64,No
E101187,HR,29,98049,13,41,49,No
E101188,Engineering,54,103366,6,39,33,No
E101189,Support,33,110317,21,43,67,No
E101190,Engineering,32,89117,18,31,59,No
E101191,Engineering,26,86096,0,58,51,No
E101192,Marketing,48,37910,19,32,64,No
E101193,Support,33,111383,24,38,66,No
E101194,Finance,38,101185,14,40,51,No
E101195,Marketing,27,80248,17,40,57,No
E101196,Finance,54,104656,2,54,74,No
E101197,Engineering,26,31951,17,51,78,Yes
E101198,Engineering,49,95212,1,39,32,No
E101199,Marketing,35,105701,9,55,67,No
E101200,Marketing,26,109888,10,43,71,No
E101201,Finance,54,105282,23,38,59,No
E101202,Sales,40,139274,2,49,46,No
E101203,Finance,43,124533,6,56,47,No
E101204,Marketing,26,71954,7,50,34,No
E101205,IT,23,119719,18,39,59,No
E101206,Marketing,51,38804,17,51,83,Yes
E101207,IT,25,122705,12,58,70,No
E101208,HR,54,30595,12,38,58,No
E101209,Marketing,34,59592,23,58,100,Yes
E101210,HR,41,70643,18,34,59,No
E101211,Sales,28,92665,22,37,85,Yes
E101212,Finance,36,50823,11,40,48,No
E101213,IT,44,35972,16,30,56,No
E101214,Finance,35,45882,21,50,68,No
E101215,HR,44,96394,11,39,54,No
E101216,IT,40,101055,12,30,41,No
E101217,Finance,50,53769,24,55,86,Yes
E101218,Marketing,41,55020,11,59,81,Yes
E101219,Engineering,50,72748,18,51,74,No
E101220,HR,45,132621,13,36,71,No
E101221,Finance,39,115374,6,57,40,No
E101222,HR,31,74912,12,43,62,No
E101223,Operations,29,42879,5,34,35,No
E101224,HR,47,63798,23,46,82,Yes
E101225,IT,50,137791,18,51,76,Yes
E101226,Operations,31,119826,18,55,87,Yes
E101227,Support,38,76073,3,50,61,No
E101228,IT,23,105791,18,35,45,No
E101229,Engineering,27,96983,8,45,46,No
E101230,Operations,26,73005,15,40,51,No
E101231,Support,49,124731,3,39,26,No
E101232,Marketing,26,32850,5,44,50,No
E101233,HR,39,58400,7,36,47,No
E101234,Finance,47,41953,23,52,100,Yes
E101235,Sales,41,136410,15,31,57,No
E101236,HR,48,53535,4,41,48,No
E101237,Support,33,105536,20,48,67,No
E101238,HR,28,105039,21,41,90,Yes
E101239,Engineering,24,111029,9,45,54,No
E101240,Marketing,31,34055,22,35,80,Yes
E101241,Sales,55,68170,12,32,33,No
E101242,Operations,46,127944,13,31,45,No
E101243,Operations,56,137585,6,49,64,No
E101244,Operations,37,129976,19,34,63,No
E101245,Support,23,58251,5,40,34,No
E101246,IT,45,34532,6,55,75,No
E101247,IT,31,34924,4,54,45,No
E101248,Finance,59,78037,20,32,62,No
E101249,Sales,43,108082,17,32,63,No
E101250,Operations,47,122115,22,51,100,Yes
E101251,IT,48,101621,11,34,42,No
E101252,Support,50,107926,5,51,52,No
E101253,Finance,59,108816,0,52,42,No
E101254,Marketing,41,119654,3,40,40,No
E101255,Finance,48,100400,18,32,64,No
E101256,IT,41,137620,11,42,67,No
E101257,Engineering,40,129525,14,50,80,Yes
E101258,Support,41,131164,2,37,27,No
E101259,Engineering,56,122385,22,49,95,Yes
E101260,Operations,23,123102,19,39,70,No
E101261,Engineering,51,40702,7,31,43,No
E101262,Operations,55,136732,10,33,52,No
E101263,Operations,43,45385,15,47,87,Yes
E101264,IT,24,39336,8,48,54,No
E101265,Engineering,27,95421,2,33,22,No
E101266,Operations,36,61225,4,49,55,No
E101267,Sales,48,66021,19,55,100,Yes
E101268,Marketing,31,33782,13,38,56,No
E101269,Finance,30,118877,14,45,78,Yes
E101270,Finance,54,145454,5,55,67,No
E101271,IT,53,147369,3,35,30,No
E101272,Engineering,27,119630,7,54,68,No
E101273,Engineering,57,79111,18,33,55,No
E101274,Operations,23,119402,4,38,40,No
E101275,Support,50,149774,12,56,64,No
E101276,HR,25,114585,15,42,64,No
E101277,Operations,22,72719,0,38,40,No
E101278,Marketing,40,126528,12,35,58,No
E101279,Sales,47,79037,21,50,92,Yes
E101280,Finance,46,110103,10,48,64,No
E101281,Operations,31,139987,20,43,77,Yes
E101282,HR,36,33513,7,50,45,No
E101283,HR,43,145183,24,44,83,Yes
E101284,Operations,42,43335,7,32,38,No
E101285,IT,43,74140,23,34,60,No
E101286,Finance,57,134126,13,50,52,No
E101287,IT,55,110373,12,47,76,Yes
E101288,Sales,51,107658,2,43,40,No
E101289,HR,46,64840,3,45,46,No
E101290,HR,49,61007,19,43,79,Yes
E101291,Marketing,22,86947,14,38,48,No
E101292,Sales,25,136833,14,44,61,No
E101293,HR,28,148637,20,36,82,Yes
E101294,Sales,30,123220,12,43,55,No
E101295,Finance,57,56393,8,35,39,No
E101296,Engineering,40,87480,24,50,85,Yes
E101297,HR,22,147243,9,44,47,No
E101298,Marketing,31,118290,11,49,76,Yes
E101299,Finance,57,116335,13,37,30,No
E101300,Operations,30,134263,0,31,17,No
E101301,Sales,53,39107,13,37,57,No
E101302,Operations,53,35993,13,30,63,No
